AbilityID;DisplayName;Description;UICategory;Icon;StatusEffectIcon;Sound;TelegraphStatusEffect;TelegraphCountOffset;OnEquipStatusEffect;WeaponTag;RequiredAbilityId;TreeId;TreeRowPosition;TreeColumnPosition;IsActiveAbility;IsGlobalAbility;IsStackableAbility;ScalingStrength;ScalingDexterity;ScalingIntelligence;ScalingSpirit;ScalingConstitution;OnEventPassiveConditionsPass;OnKill;OnExecuted;OnHit;OnBlockedHit;OnHitBehind;OnCrit;OnCritTaken;OnHeadShot;OnLegShot;OnHitTaken;OnDeath;OnDeathsDoor;OnBlockBreak;OnTargetBlockBreak;OnTargetSet;OnContributedKill;OnHealthChanged;RequireReaction;NumSuccessfulHits;NumConsecutiveHits;MaxConsecutiveHits;TrackHitCount;ResetConsecutiveOnSuccess;DamageIsRanged;DamageIsMelee;ForceShowNameTag;TargetHasGritActive;DamageTableRow;RemoteDamageTableRow;RangedAttackName;AttackType;DamageTypes;StatusEffect;StatusEffectCategories;StatusEffectStackSize;StatusEffectComparison;DontHaveStatusEffect;TargetStatusEffect;TargetStatusEffectCategory;TargetStatusEffectStackSize;TargetStatusEffectComparison;TargetCollisionFilters;TargetMarker;MyHealthPercent;MyComparisonType;MyStaminaPercent;MyStaminaComparisonType;TargetHealthPercent;TargetComparisonType;DistFromDefender;DistComparisonType;NumAroundMe;NumAroundComparisonType;AbilityList;AbilityTrigger;InAction;InActionTime;AfterAction;BaseDamage;BaseDamageReduction;BlockDamage;BlockDamageReduction;CritDamage;CritChance;HeadshotDamage;StaggerDamage;StaggerDamageReduction;HitRateDmg;HitRateDmgReduction;HealthDamageMitigation;ThreatDamage;ArmorPenetration;PhysicalArmor;ElementalArmor;LinearlyScaleToDistance;Knockback;WeaponAccuracy;Health;DmgPctToHealth;MaxHealth;Mana;ManaRate;MaxMana;DamageTableRowOverride;StatusEffectDamageTableRowOverride;RangedAttackNameOverride;PowerLevelOverride;EnableCrit;PerStatusEffectOnTarget;ForceTakeStaminaDamage;CastSpell;SelfApplyStatusEffect;OtherApplyStatusEffect;SetPotencyAsCount;MultiplyRemovedByPotency;OnlyChangeOwnedStatusEffects;NumStatusEffectsToRemove;NumStatusEffectStacksToRemove;RemoveStatusEffects;StatusEffectsList;StatusEffectCategoriesList;RemoveTargetStatusEffectsList;ConsumeTargetStatusEffectMult;StatusEffectDurationReduction;TargetStatusEffectDurationList;TargetStatusEffectDurationMod;Duration;CooldownId;CDRImmediatelyOptions;ResetCooldownTimers;CooldownTimer;NumFreeCooldownsPerUse;MaxHitCountMultiplier;SetMannequinTag;SetMannequinTagStatus
AI_Brutal;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0.25;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Shattering;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0.5;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Orbit;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;AI_Orbit;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Turret;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;AI_Turret;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_ProjectileShield;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;AI_ProjectileShield;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_RotatingBeam;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;AI_RotatingBeam;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Geyser;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;AI_Geyser;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Slime;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;AI_Slime;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Haunted;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;AI_Haunted;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Corruption_Pool;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;AI_Corruption_Pool;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Infest;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;Heavy,Magic;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;;AI_Infest;;;;0;;;;;;0;;;;;;;;;;;;false
AI_PoisonPool;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;AI_PoisonPool;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_PoisonOnHit;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;;;;;;;;;;;;;Heavy,Magic;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;;AI_PoisonOnHit_Damage;;;;0;;;;;;0;;;;;;;;;;;;false
Mut_ProjectileShield;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;Mut_ProjectileShield;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Staggered_StaggerDamageResist;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0.5;;;;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Swamp_Beast_Heal_On_Kill;;;;;;;;;;;;;;;;;false;;;;;;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Spell_Kill_Minions;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Swamp_Beast_Buff_On_Kill;;;;;;;;;;;;;;;;;false;;;;;;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Spell_Kill_Minions;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;AI_Swamp_Dryad_Beast_Arena_Buff;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Swamp_Beast_Scaling_Knockback;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Attack_Pull;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;30;25;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Evil_Knight_Greataxe_Hit;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Greataxe_Judgements_Reach;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;AI_Evil_Knight_AttackSuccess;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Evil_Knight_Spear_Hit;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Attack_Leg_Sweep;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;AI_Evil_Knight_AttackSuccess;;;;;0;;;;;;0;;;;;;;;;;;;false
Yeti_Glacier_Blade;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Glacier_Blade;;;;;;;;;;Yeti_GlacierBlade_Damage;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;Glacier_Blade_2;;;;;;;;;;;;1;;AbilitySpecific;Yeti_GlacierBlade_Damage;;;0;;;;;;;;;;;;false
AI_Dynasty_Summoner_Heal_OnHit;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Dynasty_Summoner_Siphon_Swords;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0.10000000149011612;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Siren_Chain_Lightning;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Attack_Stab,Attack_HeavyStab,Attack_Slash,Attack_Sweep,Attack_SweepAdditive,Attack_SweepFinisher,Attack_DodgeStab,Attack_DashStab,Attack_LightningSpear;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;Lost_Siren_ChainLightning;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Ball_Chain_Lightning;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Spell_BallLightningChainApply;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;Ball_Lightning_ChainLightning;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Naga_AncientGuardian_StamDam;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0.10000000149011612;0;;;;0.10000000149011612;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Gravedigger_SiphonLifeSteal;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Undead_GraveDigger_Siphon;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;1;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Gravedigger_MinStamDMGReceived;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;;;;;;;;;;;;;Light,Heavy,Ability;;AI_GraveDigger_SiphonSpell;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;AI_Gravedigger_TakeMinStamDMG;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Thorpe_Scaling_Knockback;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Attack_Force_Grab;;;;;;;;;;AI_Thorpe_Force_Grab_Tracker;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;30;25;;;0;;;;;;;;;;;;;;;;;;0;;;;;AI_Thorpe_Force_Grab_Tracker;0;;;;;;;;;;;;false
AI_Thorpe_Darkness_Calls_Key;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Attack_Darkness_Calls;;;;;;;;;;AI_Thorpe_Darkness_Calls_Tracker;;0;NotEqual;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;Attack_Darkness_Calls;;;;;;;;;AI_Thorpe_Darkness_Calls_Tracker;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Thorpe_FTUE_PlayerAbilityBonusDMG;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;;;;;;;;;;;;;Ability;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;-0.5;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_UndeadBrute_Consumeuff;;;;;;;;;;;;;;;;;false;;;;;;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Spell_Consume;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;UndeadBrute_Consume;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_TSE_BlockStagDamageIncrease10PCT;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0.10000000149011612;0;;;;0.10000000149011612;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_TSE_BlockStagDamageDecrease10PCT;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;-0.10000000149011612;0;;;;-0.10000000149011612;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_TSE_BlockStabilityIncrease10PCT;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0.10000000149011612;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_TSE_BlockStabilityDecrease10PCT;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;-0.10000000149011612;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_TSE_KnockbackIncrease10PCT;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0.10000000149011612;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_TSE_KnockbackDecrease10PCT;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;-0.10000000149011612;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_TSE_StaggerResistIncrease10PCT;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0.10000000149011612;;;;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_TSE_StaggerResistDecrease10PCT;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;-0.10000000149011612;;;;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_TSE_BaseDamageIncrease10PCT;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0.10000000149011612;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_TSE_BaseDamageDecrease10PCT;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;-0.10000000149011612;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Test_NoKnockback;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;-1;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Test_OnlyDealR0;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;0;0;;;0;;;;;Reaction_Breakout;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
AI_Scaling_Pull_Knockback;;;;;;;;;;;;;;;;;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Spell_Gravity_Vortex;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;;;;;;;30;25;;;0;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;false
